Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Duration Days,Policy Duration Category,Active Policy Flag,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
POL95333136,Property,309713,371.23,2015-02-05,2020-06-28,Monthly,Terminated,CUST50842928,1970,Long Term,0,Rachel Wilson,Male,39,"Scientist, biomedical",Widowed,"Andersonville, Pennsylvania, 96195",36-45,0,0,Middle Age,AGT85128664,Not Renewed,20,3,0,Low Risk,0,Churned
POL92690680,Health,24659,1835.84,2018-08-10,2024-06-16,Annually,Active,CUST65204686,2137,Long Term,1,Paul Walton,Other,74,"Nurse, mental health",Divorced,"Zimmermanborough, Mississippi, 92804",56+,0,1,Senior Adult,AGT05843797,Pending,46,62,0,High Risk,0,At Risk
POL73706161,Life,176113,1956.14,2022-06-25,2024-07-03,Annually,Lapsed,CUST76197402,739,Medium Term,0,Stephen Miranda,Male,28,Exhibition designer,Divorced,"Smithbury, Delaware, 58979",26-35,0,0,Young Adult,AGT90067252,Not Renewed,6,38,0,Medium Risk,0,Churned
POL61367608,Property,340341,357.25,2017-07-03,2021-12-16,Quarterly,Terminated,CUST89978032,1627,Long Term,0,Dorothy Wood,Male,29,Archivist,Single,"Lake Wesley, Utah, 65225",26-35,0,0,Young Adult,AGT09342661,Pending,27,89,1,High Risk,1,At Risk
POL33328438,Property,492532,1321.02,2019-06-05,2024-03-04,Annually,Lapsed,CUST09537081,1734,Long Term,0,Jessica Wilson,Male,73,Product designer,Married,"New Curtis, Mississippi, 96166",56+,1,1,Senior Adult,AGT26283585,Not Renewed,31,71,1,High Risk,1,Churned
POL63077601,Auto,267802,123.9,2017-11-23,2020-05-25,Annually,Active,CUST65825398,914,Medium Term,1,Devin Sullivan,Female,20,"Therapist, nutritional",Widowed,"Port Sherylmouth, Georgia, 70730",18-25,0,0,Young Adult,AGT65630419,Not Renewed,6,79,1,High Risk,1,Churned
POL20742697,Life,324786,857.12,2019-08-26,2028-01-13,Annually,Terminated,CUST88337653,3062,Long Term,0,Jamie Ortiz,Other,59,"Engineer, mining",Single,"West Ashleyton, Texas, 63626",56+,0,0,Senior Adult,AGT65070882,Not Renewed,33,73,1,High Risk,1,Churned
POL28263562,Health,182347,330.57,2018-05-28,2019-07-15,Monthly,Lapsed,CUST49324501,413,Medium Term,0,Gary Peterson,Female,38,Astronomer,Single,"New Jeremiah, Oregon, 88758",36-45,0,0,Middle Age,AGT05175722,Not Renewed,23,42,0,Medium Risk,0,Churned
POL07250865,Property,103548,1202.6,2017-10-07,2022-07-18,Annually,Active,CUST47723419,1745,Long Term,1,Susan Griffin,Male,67,Recruitment consultant,Divorced,"Harrisview, Indiana, 96571",56+,0,1,Senior Adult,AGT60929565,Pending,14,94,1,High Risk,1,At Risk
POL33910335,Health,175824,1642.03,2021-12-10,2023-10-11,Monthly,Active,CUST06409997,670,Medium Term,1,Heidi Kemp,Female,23,Biomedical engineer,Single,"New Drew, Maine, 30648",18-25,0,0,Young Adult,AGT35766654,Pending,33,98,1,High Risk,1,At Risk
POL41613938,Health,422552,1628.54,2022-08-28,2029-02-03,Quarterly,Lapsed,CUST40389603,2351,Long Term,0,Katherine Avila,Other,62,Information systems manager,Divorced,"Huangport, Idaho, 91217",56+,0,1,Senior Adult,AGT55608553,Pending,3,94,1,High Risk,1,At Risk
POL56060343,Property,249120,1453.38,2015-05-23,2024-07-03,Monthly,Terminated,CUST61053077,3329,Long Term,0,Jordan Carroll,Male,85,Solicitor,Single,"New John, Hawaii, 13921",56+,0,1,Senior Adult,AGT37710949,Renewed,11,80,1,High Risk,1,Loyal
POL17678286,Property,11289,310.01,2024-09-12,2030-06-13,Quarterly,Terminated,CUST66233935,2100,Long Term,0,Thomas Patterson,Other,69,Paramedic,Married,"Nicolehaven, Virginia, 47577",56+,1,1,Senior Adult,AGT88135501,Renewed,32,100,1,High Risk,1,Loyal
POL99884356,Health,66780,1179.5,2019-10-02,2024-03-23,Monthly,Lapsed,CUST14823336,1634,Long Term,0,Thomas Torres,Other,26,"Engineer, automotive",Widowed,"New Shannonchester, Texas, 62532",26-35,0,0,Young Adult,AGT90225977,Pending,21,88,1,High Risk,1,At Risk
POL64233816,Property,300603,1622.14,2019-03-02,2023-12-25,Monthly,Active,CUST53231078,1759,Long Term,1,Kathy Walker,Female,55,Production manager,Single,"South Morgan, South Carolina, 65464",46-55,0,0,Senior Adult,AGT54638243,Renewed,31,80,1,High Risk,1,Loyal
POL54191606,Health,412493,1783.97,2019-06-11,2023-11-28,Annually,Lapsed,CUST03848250,1631,Long Term,0,Jordan Thompson,Female,84,Ecologist,Divorced,"North Brittneyville, Iowa, 32721",56+,0,1,Senior Adult,AGT85988777,Not Renewed,33,67,0,High Risk,0,Churned
POL80364635,Auto,430222,811.71,2015-06-23,2023-07-27,Quarterly,Lapsed,CUST57615018,2956,Long Term,0,Kelly Kline,Male,70,"Engineer, automotive",Widowed,"Carterbury, Alaska, 36356",56+,0,1,Senior Adult,AGT07211934,Renewed,14,28,0,Low Risk,0,Loyal
POL27999053,Property,364250,1468.17,2022-10-03,2031-02-25,Quarterly,Terminated,CUST92413522,3067,Long Term,0,Mary Young,Male,62,"Designer, furniture",Married,"West Matthew, Arkansas, 29170",56+,1,1,Senior Adult,AGT93024661,Pending,16,24,0,Low Risk,0,At Risk
POL68750121,Auto,96756,1047.78,2023-03-03,2031-04-01,Quarterly,Lapsed,CUST52535666,2951,Long Term,0,Jennifer Rice,Other,51,Research scientist (maths),Divorced,"Wilsonbury, Kansas, 43536",46-55,0,0,Senior Adult,AGT55657875,Renewed,46,94,1,High Risk,1,Loyal
POL63818909,Auto,364411,1728.37,2019-10-21,2024-09-07,Monthly,Terminated,CUST56310283,1783,Long Term,0,Kara Smith,Male,45,Analytical chemist,Divorced,"Jeffview, Kentucky, 59474",36-45,0,0,Middle Age,AGT16480099,Renewed,24,73,1,High Risk,1,Loyal
POL51550482,Life,162365,527.53,2021-08-17,2030-12-14,Annually,Terminated,CUST27179577,3406,Long Term,0,Jessica Friedman,Male,52,Data scientist,Divorced,"Lake Steven, Mississippi, 84243",46-55,0,0,Senior Adult,AGT99893959,Renewed,26,50,0,Medium Risk,0,Loyal
POL82889617,Auto,118068,530.08,2018-10-08,2026-06-13,Monthly,Active,CUST37303935,2805,Long Term,1,Teresa Richardson,Other,69,Government social research officer,Single,"Sotoland, Iowa, 73285",56+,0,1,Senior Adult,AGT80411153,Pending,26,57,0,Medium Risk,0,At Risk
POL28971853,Property,71138,1328.21,2024-09-29,2034-06-10,Quarterly,Lapsed,CUST84553673,3541,Long Term,0,Joseph Allen,Other,56,Firefighter,Widowed,"Kellyfort, New Hampshire, 09727",56+,0,0,Senior Adult,AGT42665660,Pending,2,71,1,High Risk,1,At Risk
POL36334787,Auto,257256,1813.56,2015-05-29,2023-05-14,Annually,Active,CUST36502944,2907,Long Term,1,Melissa Miller,Female,65,Fitness centre manager,Married,"South Suzanneside, California, 24167",56+,1,1,Senior Adult,AGT34742688,Not Renewed,30,81,1,High Risk,1,Churned
POL15506424,Life,109495,856.61,2016-03-08,2021-09-17,Monthly,Terminated,CUST21748118,2019,Long Term,0,Laura Lee,Female,58,"Pilot, airline",Divorced,"West Lisaside, Kentucky, 93498",56+,0,0,Senior Adult,AGT01335263,Pending,43,78,1,High Risk,1,At Risk
POL73122537,Life,385931,976.53,2021-03-15,2025-12-17,Quarterly,Active,CUST95482935,1738,Long Term,1,Melissa Mckay,Male,19,"Surveyor, commercial/residential",Divorced,"Hartstad, Arkansas, 69067",18-25,0,0,Young Adult,AGT39635790,Renewed,14,34,0,Medium Risk,0,Loyal
POL82409345,Auto,447326,325.32,2019-10-22,2026-08-12,Annually,Terminated,CUST55128751,2486,Long Term,0,Traci Galvan,Male,54,"Engineer, biomedical",Widowed,"West Raymond, Pennsylvania, 40526",46-55,0,0,Senior Adult,AGT14729748,Pending,7,5,0,Low Risk,0,At Risk
POL19823419,Property,466204,476.43,2018-05-27,2020-02-17,Monthly,Terminated,CUST41499971,631,Medium Term,0,Laurie Barton,Other,62,Logistics and distribution manager,Married,"South Scottmouth, Maryland, 09128",56+,1,1,Senior Adult,AGT62005329,Renewed,39,30,0,Low Risk,0,Loyal
POL91695176,Health,243749,311.24,2016-07-29,2026-04-05,Quarterly,Lapsed,CUST40696387,3537,Long Term,0,Richard Barrera,Other,18,Commercial horticulturist,Widowed,"South Justin, Ohio, 76122",18-25,0,0,Young Adult,AGT55579335,Not Renewed,32,71,1,High Risk,1,Churned
POL68099694,Life,58602,551.84,2021-05-04,2028-09-10,Monthly,Lapsed,CUST63277557,2686,Long Term,0,Benjamin Banks,Female,45,"Therapist, music",Single,"East Travis, Texas, 26620",36-45,0,0,Middle Age,AGT96879410,Pending,28,47,0,Medium Risk,0,At Risk
POL62266023,Health,261143,1634.72,2016-10-24,2025-03-29,Annually,Lapsed,CUST86901460,3078,Long Term,0,Daniel Holland,Male,44,"Therapist, sports",Divorced,"West Nathan, Maryland, 91568",36-45,0,0,Middle Age,AGT03780850,Pending,34,68,0,High Risk,0,At Risk
POL43318024,Life,155545,187.07,2023-08-17,2029-09-04,Quarterly,Terminated,CUST20900154,2210,Long Term,0,Laurie Hill,Female,68,"Pharmacist, hospital",Married,"Thomasmouth, Hawaii, 55459",56+,1,1,Senior Adult,AGT54895863,Renewed,2,74,1,High Risk,1,Loyal
POL18546067,Auto,279331,638.91,2023-04-01,2025-07-16,Monthly,Lapsed,CUST10343076,837,Medium Term,0,Elizabeth Watson,Other,25,"Solicitor, Scotland",Married,"North Meghanbury, Idaho, 40619",18-25,1,0,Young Adult,AGT04260734,Not Renewed,36,9,0,Low Risk,0,Churned
POL43784976,Life,110576,1668.43,2021-12-20,2028-03-28,Quarterly,Lapsed,CUST31570146,2290,Long Term,0,Alexandra Kramer,Female,33,Ergonomist,Married,"Dawnview, Utah, 54833",26-35,1,0,Middle Age,AGT14787564,Renewed,40,27,0,Low Risk,0,Loyal
POL21103923,Auto,94191,1193.78,2016-11-06,2020-05-09,Monthly,Terminated,CUST94460812,1280,Long Term,0,Nathan Harrington,Female,31,Sales promotion account executive,Widowed,"Reginamouth, North Carolina, 37338",26-35,0,0,Middle Age,AGT19442527,Renewed,38,84,1,High Risk,1,Loyal
POL92837863,Life,348985,1227.82,2018-12-29,2026-07-27,Quarterly,Lapsed,CUST81617367,2767,Long Term,0,Joseph Wright,Other,54,"Development worker, community",Married,"South Michelleport, North Dakota, 18119",46-55,1,0,Senior Adult,AGT41820852,Renewed,47,38,0,Medium Risk,0,Loyal
POL53750210,Life,114630,338.03,2024-10-11,2033-04-14,Monthly,Lapsed,CUST80257562,3107,Long Term,0,Harold Davis,Female,66,Theatre director,Widowed,"Port Christina, Pennsylvania, 74646",56+,0,1,Senior Adult,AGT03359539,Pending,14,74,1,High Risk,1,At Risk
POL74597020,Health,483547,1957.01,2017-10-14,2026-08-08,Quarterly,Active,CUST50659335,3220,Long Term,1,Bethany Gonzalez,Female,38,Professor Emeritus,Married,"Pricemouth, Louisiana, 82128",36-45,1,0,Middle Age,AGT72991877,Pending,8,57,0,Medium Risk,0,At Risk
POL92351882,Health,455551,233.69,2023-05-15,2027-12-15,Monthly,Active,CUST87385959,1675,Long Term,1,Christopher Bridges,Other,61,"Programme researcher, broadcasting/film/video",Widowed,"Ibarramouth, Rhode Island, 46303",56+,0,1,Senior Adult,AGT96173315,Pending,5,41,0,Medium Risk,0,At Risk
POL24459389,Life,290204,199.68,2022-06-29,2026-10-18,Quarterly,Terminated,CUST29474373,1572,Long Term,0,Johnathan Bennett,Male,80,"Pilot, airline",Married,"Port Roger, Wyoming, 25676",56+,1,1,Senior Adult,AGT55715373,Renewed,10,64,0,High Risk,0,Loyal
POL13218423,Auto,445981,1195.5,2016-04-10,2020-07-03,Annually,Lapsed,CUST34161000,1545,Long Term,0,Michael Myers,Other,73,Forest/woodland manager,Married,"West Thomas, Hawaii, 02544",56+,1,1,Senior Adult,AGT63244107,Renewed,5,82,1,High Risk,1,Loyal
POL50086773,Auto,118401,1344.43,2023-09-16,2026-01-16,Annually,Lapsed,CUST37919209,853,Medium Term,0,Elizabeth Romero,Other,63,Secondary school teacher,Single,"Port Samuelport, Wisconsin, 49223",56+,0,1,Senior Adult,AGT99904888,Not Renewed,26,89,1,High Risk,1,Churned
POL60541709,Auto,243320,1238.86,2022-09-25,2028-07-19,Annually,Lapsed,CUST77341734,2124,Long Term,0,Danielle Shields,Male,59,Publishing rights manager,Single,"Port Brandonmouth, Connecticut, 41427",56+,0,0,Senior Adult,AGT88272277,Renewed,7,16,0,Low Risk,0,Loyal
POL34052302,Auto,458605,599.1,2021-12-06,2030-12-29,Quarterly,Terminated,CUST96661441,3310,Long Term,0,Shannon Burke,Male,43,Research scientist (medical),Married,"Terryton, Rhode Island, 25247",36-45,1,0,Middle Age,AGT17280931,Not Renewed,43,8,0,Low Risk,0,Churned
POL10236705,Health,98751,1813.71,2016-12-17,2021-08-08,Monthly,Active,CUST61538911,1695,Long Term,1,Jared Wilson,Other,36,Make,Single,"North Nathan, Connecticut, 66082",36-45,0,0,Middle Age,AGT57472486,Renewed,8,39,0,Medium Risk,0,Loyal
POL19552952,Health,239817,175.14,2024-01-10,2031-12-19,Monthly,Terminated,CUST62739813,2900,Long Term,0,Seth Johnson,Other,25,"Designer, interior/spatial",Divorced,"Medinamouth, Nevada, 56862",18-25,0,0,Young Adult,AGT68623643,Pending,17,47,0,Medium Risk,0,At Risk
POL30306030,Life,102551,413.56,2024-04-28,2029-12-29,Monthly,Terminated,CUST17126231,2071,Long Term,0,Elizabeth Middleton,Other,56,Web designer,Single,"Charlesstad, Alaska, 59331",56+,0,0,Senior Adult,AGT10274947,Renewed,42,87,1,High Risk,1,Loyal
POL96996235,Auto,290960,1022.52,2019-02-10,2028-03-06,Annually,Lapsed,CUST76982457,3312,Long Term,0,Charles Norris,Male,35,Media planner,Single,"West Deborahborough, Pennsylvania, 18254",26-35,0,0,Middle Age,AGT46809645,Not Renewed,6,32,0,Medium Risk,0,Churned
POL78662239,Health,303068,1337.38,2021-04-25,2024-08-07,Quarterly,Terminated,CUST42668135,1200,Long Term,0,Aaron Levine,Other,38,Drilling engineer,Married,"Arnoldstad, Louisiana, 25972",36-45,1,0,Middle Age,AGT67071352,Not Renewed,6,14,0,Low Risk,0,Churned
POL29271605,Property,267205,274.4,2016-07-25,2023-05-13,Monthly,Lapsed,CUST87784685,2483,Long Term,0,Karen Graves,Male,52,Air cabin crew,Married,"Lake Andrewport, Montana, 96762",46-55,1,0,Senior Adult,AGT79163440,Pending,11,85,1,High Risk,1,At Risk
POL28002736,Auto,39831,1380.75,2018-08-14,2023-10-11,Monthly,Active,CUST24312409,1884,Long Term,1,Michael Oconnell,Other,85,Pension scheme manager,Divorced,"North Gregory, Virginia, 74545",56+,0,1,Senior Adult,AGT96691845,Not Renewed,39,10,0,Low Risk,0,Churned
POL85156451,Auto,402001,1357.53,2017-09-30,2024-05-13,Annually,Lapsed,CUST55038762,2417,Long Term,0,Michael Burke,Male,38,Estate agent,Married,"North Michaelchester, New Hampshire, 19659",36-45,1,0,Middle Age,AGT22333726,Renewed,19,91,1,High Risk,1,Loyal
POL40235413,Auto,47872,1236.47,2017-10-09,2025-07-28,Monthly,Terminated,CUST14679491,2849,Long Term,0,Terry Garcia,Female,33,Freight forwarder,Divorced,"Port Michaeltown, South Carolina, 79778",26-35,0,0,Middle Age,AGT04918313,Pending,33,88,1,High Risk,1,At Risk
POL01226871,Life,173379,1508.87,2024-04-26,2030-05-29,Quarterly,Lapsed,CUST46969019,2224,Long Term,0,Thomas Velazquez Jr.,Male,52,Hydrogeologist,Married,"Lake Timothy, Oregon, 53186",46-55,1,0,Senior Adult,AGT22280433,Renewed,49,27,0,Low Risk,0,Loyal
POL04051225,Life,190812,1975.66,2020-04-12,2027-04-26,Monthly,Terminated,CUST83273864,2570,Long Term,0,Lance Bradley,Other,48,Animal technologist,Single,"Lake Joseph, Texas, 87157",46-55,0,0,Middle Age,AGT58700191,Renewed,43,21,0,Low Risk,0,Loyal
POL04612795,Health,486101,1636.49,2015-06-09,2025-05-07,Annually,Active,CUST40187120,3620,Long Term,1,Ebony Johnson,Male,25,Industrial buyer,Widowed,"Jensentown, Louisiana, 06294",18-25,0,0,Young Adult,AGT40135711,Not Renewed,24,89,1,High Risk,1,Churned
POL17867504,Auto,279535,950.01,2017-05-25,2020-11-24,Monthly,Lapsed,CUST21864148,1279,Long Term,0,Diane Pennington,Male,24,"Investment banker, corporate",Single,"Gailville, Pennsylvania, 76015",18-25,0,0,Young Adult,AGT24811854,Renewed,2,61,0,High Risk,0,Loyal
POL32327074,Auto,469078,1821.45,2022-12-07,2030-10-05,Monthly,Terminated,CUST42670563,2859,Long Term,0,Harry Mitchell,Other,43,"Designer, multimedia",Divorced,"South Ashleyborough, Idaho, 36677",36-45,0,0,Middle Age,AGT00393928,Pending,4,55,0,Medium Risk,0,At Risk
POL26404554,Property,195902,944.23,2019-01-10,2025-04-12,Quarterly,Active,CUST09841369,2284,Long Term,1,Christopher Holloway,Female,50,Water engineer,Single,"Brittanybury, Indiana, 28368",46-55,0,0,Middle Age,AGT01538154,Not Renewed,4,46,0,Medium Risk,0,Churned
POL14697961,Auto,300198,603.37,2023-03-01,2025-01-20,Quarterly,Terminated,CUST57618841,691,Medium Term,0,Mark Griffin,Female,29,Media planner,Single,"East Michaelshire, New Hampshire, 60462",26-35,0,0,Young Adult,AGT76641755,Pending,39,59,0,Medium Risk,0,At Risk
POL36275848,Life,147069,1858.61,2024-05-30,2028-10-10,Monthly,Lapsed,CUST44011114,1594,Long Term,0,Brittany Conner,Male,27,"Pharmacist, community",Single,"Port Stevenside, Nebraska, 03147",26-35,0,0,Young Adult,AGT34416849,Renewed,49,52,0,Medium Risk,0,Loyal
POL13985907,Property,257950,1145.36,2021-05-22,2022-12-29,Quarterly,Lapsed,CUST74889507,586,Medium Term,0,Dana Daniel,Other,24,Marketing executive,Married,"Reedshire, Rhode Island, 34549",18-25,1,0,Young Adult,AGT40349859,Pending,21,82,1,High Risk,1,At Risk
POL51851655,Life,108266,881.85,2018-05-12,2022-12-07,Annually,Lapsed,CUST32721526,1670,Long Term,0,Megan Santos,Other,43,"Designer, industrial/product",Divorced,"South Carolineburgh, Florida, 39288",36-45,0,0,Middle Age,AGT36203921,Renewed,26,78,1,High Risk,1,Loyal
POL24187970,Life,263767,1662.13,2015-02-13,2017-08-14,Monthly,Lapsed,CUST40778743,913,Medium Term,0,Ross Atkins,Female,77,"Teacher, adult education",Married,"Clarktown, Wyoming, 53356",56+,1,1,Senior Adult,AGT22242430,Renewed,22,46,0,Medium Risk,0,Loyal
POL99222365,Health,296638,1338.79,2024-12-10,2028-03-03,Annually,Lapsed,CUST01156039,1179,Long Term,0,Elizabeth Heath,Other,84,Travel agency manager,Single,"South Willie, West Virginia, 09662",56+,0,1,Senior Adult,AGT94785024,Pending,34,61,0,High Risk,0,At Risk
POL55964099,Life,422053,366.85,2023-08-28,2028-10-06,Annually,Terminated,CUST90946182,1866,Long Term,0,Rachel Brown,Other,63,Pensions consultant,Divorced,"South Dawnberg, Oklahoma, 99873",56+,0,1,Senior Adult,AGT08984907,Not Renewed,15,55,0,Medium Risk,0,Churned
POL30236803,Auto,46479,416.08,2020-03-15,2028-12-07,Quarterly,Lapsed,CUST34161000,3189,Long Term,0,Michael Myers,Other,73,Forest/woodland manager,Married,"West Thomas, Hawaii, 02544",56+,1,1,Senior Adult,AGT88160847,Renewed,12,24,0,Low Risk,0,Loyal
POL14005154,Health,103610,1317.15,2017-07-03,2026-11-20,Quarterly,Active,CUST18477593,3427,Long Term,1,Jerry Robinson,Other,47,"Programmer, multimedia",Married,"Ellismouth, Massachusetts, 88035",46-55,1,0,Middle Age,AGT57795017,Renewed,1,22,0,Low Risk,0,Loyal
POL26980875,Life,333159,575.22,2015-04-02,2022-07-22,Quarterly,Terminated,CUST03615219,2668,Long Term,0,James Foley,Female,21,Barrister's clerk,Divorced,"Olsonville, Iowa, 98438",18-25,0,0,Young Adult,AGT64734100,Renewed,4,20,0,Low Risk,0,Loyal
POL87037802,Health,116883,1474.83,2023-05-27,2031-11-13,Annually,Terminated,CUST85814865,3092,Long Term,0,Devin Choi,Other,80,Air traffic controller,Married,"Marshallstad, West Virginia, 91956",56+,1,1,Senior Adult,AGT74898480,Not Renewed,3,85,1,High Risk,1,Churned
POL31317905,Life,453244,1950.19,2023-09-25,2026-04-08,Monthly,Terminated,CUST59752065,926,Medium Term,0,Kathy Ward,Other,25,Restaurant manager,Widowed,"Davisland, Utah, 87617",18-25,0,0,Young Adult,AGT53645356,Renewed,48,62,0,High Risk,0,Loyal
POL75121871,Auto,487602,973.93,2021-11-13,2029-03-11,Annually,Lapsed,CUST79329161,2675,Long Term,0,Michelle Bryant,Other,41,Farm manager,Widowed,"Jillianchester, West Virginia, 52906",36-45,0,0,Middle Age,AGT07969896,Renewed,0,12,0,Low Risk,0,Loyal
POL76278767,Auto,145029,1683.05,2018-09-29,2026-01-24,Monthly,Terminated,CUST46516721,2674,Long Term,0,Amy Mcintyre,Female,53,"Engineer, biomedical",Single,"Oscarmouth, Mississippi, 40655",46-55,0,0,Senior Adult,AGT75725332,Pending,48,95,1,High Risk,1,At Risk
POL73257652,Property,28484,1803.48,2019-09-26,2026-11-25,Quarterly,Terminated,CUST93013255,2617,Long Term,0,Rhonda Gray,Female,55,Oceanographer,Widowed,"Port Michelle, Indiana, 56836",46-55,0,0,Senior Adult,AGT44295378,Not Renewed,43,25,0,Low Risk,0,Churned
POL09641433,Property,242450,1783.33,2016-05-15,2019-05-19,Annually,Lapsed,CUST67011602,1099,Long Term,0,Lance Fuller,Male,34,"Radiographer, therapeutic",Divorced,"Howeberg, New Mexico, 98759",26-35,0,0,Middle Age,AGT08327843,Pending,18,24,0,Low Risk,0,At Risk
POL32459505,Health,256463,897.38,2024-05-28,2028-06-22,Quarterly,Active,CUST23444868,1486,Long Term,1,Elizabeth Evans,Other,30,"Designer, furniture",Married,"Mcbridetown, Rhode Island, 43052",26-35,1,0,Young Adult,AGT84695524,Pending,22,33,0,Medium Risk,0,At Risk
POL46550237,Health,421309,388.68,2016-04-02,2024-09-30,Quarterly,Terminated,CUST06048624,3103,Long Term,0,Courtney Johnson PhD,Male,64,"Surveyor, building control",Married,"Mayerland, Colorado, 25888",56+,1,1,Senior Adult,AGT95905567,Not Renewed,46,66,0,High Risk,0,Churned
POL88593471,Auto,99413,559.95,2019-12-14,2029-06-07,Quarterly,Lapsed,CUST87110325,3463,Long Term,0,Roger King,Female,38,Chief of Staff,Widowed,"Port Andrew, Alaska, 66769",36-45,0,0,Middle Age,AGT53005543,Pending,25,76,1,High Risk,1,At Risk
POL87616796,Property,411809,193.68,2020-02-25,2026-03-01,Quarterly,Active,CUST78768706,2196,Long Term,1,Holly Hines,Male,25,"Designer, textile",Married,"North Reneeview, Wisconsin, 48267",18-25,1,0,Young Adult,AGT61779939,Not Renewed,33,79,1,High Risk,1,Churned
POL53680608,Health,144409,1054.88,2018-01-22,2020-11-29,Monthly,Active,CUST54360382,1042,Medium Term,1,Catherine Martinez,Female,24,Leisure centre manager,Single,"North Robert, Arkansas, 92099",18-25,0,0,Young Adult,AGT53700944,Renewed,31,5,0,Low Risk,0,Loyal
POL13181377,Life,15079,266.76,2016-06-15,2022-10-24,Monthly,Terminated,CUST40230825,2322,Long Term,0,Annette Vasquez,Male,58,Ecologist,Single,"Stevenberg, Oregon, 25121",56+,0,0,Senior Adult,AGT04229507,Renewed,44,50,0,Medium Risk,0,Loyal
POL15636653,Life,449757,664.52,2018-02-25,2027-02-09,Quarterly,Lapsed,CUST00800509,3271,Long Term,0,Susan Jackson,Female,19,Exhibition designer,Widowed,"Paigeton, Maine, 21241",18-25,0,0,Young Adult,AGT69222830,Pending,41,29,0,Low Risk,0,At Risk
POL44476991,Auto,320358,1308.3,2021-04-26,2028-04-09,Annually,Lapsed,CUST38994996,2540,Long Term,0,Andrew Thomas,Female,35,"Designer, furniture",Single,"South Johnmouth, Arkansas, 67703",26-35,0,0,Middle Age,AGT22435679,Renewed,32,70,1,High Risk,1,Loyal
POL30619857,Life,211009,1866.68,2019-08-09,2021-02-02,Monthly,Lapsed,CUST39549313,543,Medium Term,0,Jason Thompson,Other,41,"Optician, dispensing",Widowed,"Robertshire, Tennessee, 31397",36-45,0,0,Middle Age,AGT38876336,Renewed,23,43,0,Medium Risk,0,Loyal
POL23970822,Auto,20813,381.55,2022-11-11,2025-02-09,Annually,Lapsed,CUST59814160,821,Medium Term,0,Sean Lester,Female,43,Police officer,Married,"Joshuaview, Missouri, 76451",36-45,1,0,Middle Age,AGT09511466,Pending,43,67,0,High Risk,0,At Risk
POL61725675,Auto,372896,1593.4,2017-01-24,2023-05-16,Annually,Active,CUST32700823,2303,Long Term,1,Candice Coleman,Male,85,Chief Executive Officer,Divorced,"Lake Deborahton, Idaho, 10209",56+,0,1,Senior Adult,AGT25026983,Not Renewed,25,21,0,Low Risk,0,Churned
POL11516583,Property,461878,1089.63,2021-01-30,2025-10-30,Quarterly,Terminated,CUST86757499,1734,Long Term,0,Jodi Moore,Other,50,"Accountant, chartered",Widowed,"New Victoria, Arkansas, 12537",46-55,0,0,Middle Age,AGT23050291,Not Renewed,32,19,0,Low Risk,0,Churned
POL27425814,Auto,354786,1148.92,2024-02-09,2033-04-22,Annually,Terminated,CUST21569193,3360,Long Term,0,Leon Gomez,Female,21,"Programmer, systems",Widowed,"Tamarafort, Tennessee, 93904",18-25,0,0,Young Adult,AGT90864274,Not Renewed,29,22,0,Low Risk,0,Churned
POL49437324,Health,119754,334.83,2018-05-15,2021-01-19,Quarterly,Terminated,CUST10333438,980,Medium Term,0,Pam Roberts,Male,61,Ergonomist,Single,"Englishbury, New York, 87337",56+,0,1,Senior Adult,AGT65700771,Renewed,11,17,0,Low Risk,0,Loyal
POL12536451,Auto,125813,400.43,2020-03-11,2024-11-24,Quarterly,Active,CUST36410265,1719,Long Term,1,Kellie Wilson,Other,58,Best boy,Married,"West Victoria, West Virginia, 54877",56+,1,0,Senior Adult,AGT61554855,Renewed,9,4,0,Low Risk,0,Loyal
POL84291987,Health,190984,526.26,2015-04-15,2024-08-03,Annually,Active,CUST11534201,3398,Long Term,1,Stacy Deleon,Male,60,"Embryologist, clinical",Widowed,"Ortiztown, Oklahoma, 90133",56+,0,1,Senior Adult,AGT14709746,Not Renewed,3,66,0,High Risk,0,Churned
POL32942067,Property,76418,615.14,2017-12-22,2024-03-29,Quarterly,Lapsed,CUST17315573,2289,Long Term,0,Michael Jones,Male,55,"Biochemist, clinical",Divorced,"North Victor, Minnesota, 52022",46-55,0,0,Senior Adult,AGT30398581,Pending,17,45,0,Medium Risk,0,At Risk
POL15886204,Health,241141,760.43,2024-01-24,2030-11-11,Quarterly,Active,CUST12138426,2483,Long Term,1,Nicole Valencia,Male,44,"Teacher, English as a foreign language",Married,"New Bryan, Michigan, 34467",36-45,1,0,Middle Age,AGT01213263,Pending,27,57,0,Medium Risk,0,At Risk
POL29858612,Health,95399,174.61,2020-04-15,2023-12-09,Annually,Lapsed,CUST72604656,1333,Long Term,0,Ashley Mcgee,Male,20,"Surveyor, planning and development",Widowed,"Lake Franceshaven, South Carolina, 91999",18-25,0,0,Young Adult,AGT31432263,Renewed,46,5,0,Low Risk,0,Loyal
